a,b,y
Stephen Harper was defeated by Paul Martin as Prime Minister of Canada on 23 January 2006 .,"On January 23 , 2006 , Stephen Harper was defeated by Paul Martin as Prime Minister of Canada .",1
Saavedra ( Santa Cruz ) is a small town in Bolivia .,Saavedra ( Bolivia ) is a small town located in Santa Cruz .,0
Nate later reluctantly agrees that Ruth can stay for a few days .,"Later , Ruth reluctantly agrees that Nate can stay a few more days .",0
"The magazine received its present name in 1989 , and the following year became the World Jewish Bible Society of the Jewish Bible Association .","The journal received its present name in 1989 , and the following year the World Jewish Bible Society became the Jewish Bible Association .",0
"Mhasad is a village in the Palghar district of Maharashtra , India . It is located in the Dahanu taluka .","Mhasad is a village in Dahanu - district of Maharashtra , India . It is located in the Palghar Taluka .",0
"As part of a streamlining campaign , in January 2017 the company reported that it would close three remaining regional kitchens in Atlanta , Landover and Everett .","As part of a tightening campaign , the company reported in January 2017 that it would close three remaining regional cuisines in Everett , Landover and Atlanta .",1
The 1976 season of 2. deild karla was the 11th season of third-tier football in Iceland .,The 1976 season of 2. deild karla was the 11th season of third placed football in Iceland .,1
"`` The library is a dream in architectural beauty and a model in interior '' , according to a newspaper article that tells the affair .","`` The library is a dream in architectural beauty and a model in interior arrangement , '' according to a newspaper article recounting the affair .",1
"The region is famous for its white wines , but also for the sparkling wines ( white , red and rosé ) .","The region is renowned for its sparkling wines , but also for its white wines ( white , red and rosé wines ) .",0
"WORHP , also referred to by ESA as eNLP ( European NLP Solver ) , is a non-linear software library for numerically solving continuous mathematical optimization problems .","WORHP , also referred to as eNLP ( European NLP solver ) by ESA , is a mathematical software library for solving continuous large scale nonlinear optimization problems numerically .",0
"Herefordshire has won the Minor Counties Championship once , sharing the title with Norfolk in 2002 .",Herefordshire has once won the Minor Counties Championship and shared the title with Norfolk in 2002 .,1
Mark Williams is played by Olaf Petersen in the television series .,"In the TV series , Mark Williams is played by Olaf Petersen .",1
They were built by Electric Boat and were designed by other yards under subcontracts .,They were built by Electric Boat and were designed under subcontracts by other shipyards .,1
The Psalm 79 ( Greek numbering : Psalm 78 ) is the 79th Psalm in the Biblical Book of Psalms .,Psalm 79 ( Greek numbering : Psalm 78 ) is the 79th psalm in the biblical Book of Psalms .,1
"The film was produced , directed and edited by Tom Flannery and Lorne Clarke . The soundtrack was composed by Bruce David Janu .","The film was produced , staged and edited by Bruce David Janu , the soundtrack was composed by Tom Flannery and Lorne Clarke .",0
He is trained by Daniel Jacobs and shares a gym with the former World Champion Andre Rozier .,He is trained by Andre Rozier and shares a fitness center with former World Champion Daniel Jacobs .,0
"The Moines is included in the Warren County -- West Des Moines , Metropolitan Statistical Area IA .","Warren County is included in the Des Moines -- West Des Moines , IA Metropolitan Statistical Area .",0
"KOTC : Live to Fight was an event held on May 14 , 2011 at San Manuel Casino in San Bernardino , California .","KOTC : Fight to Live was an event held on May 14 , 2011 at San Manuel Casino in San Bernardino , California .",0
"He also encountered Theodoros Kolokotronis , whom he came to admire later .","Later , he met Theodoros Kolokotronis , whom he also wanted to admire .",0
"Lake Vernon is located in Tiltill Valley , in the northern part of the Hetch Hetchy Valley north of Yosemite National Park .",Lake Vernon is located in the Tiltill Valley in the northern sector of Hetch Hetchy Valley just north of Yosemite National Park .,1
"Federal University , Lokoja , known as Fulokoja , is a university of the Federal Government in Lokoja , North-Central - Nigeria .","The Federal University , Lokoja , popularly known as Fulokoja , is a federal government university in Lokoja , in Nigeria-Central North .",0
This first version is called unofficially `` rare version '' .,This rare version is called `` first version '' unofficially .,0
David Miliband was trained at the Primrose Hill Primary School in Camden and Newlaithes Primary School in Leeds .,"David Miliband was educated at Primrose Hill Primary School , in Leeds , and Newlaithes Primary School , in Camden .",0
He was also a mechanic in Freddie Spencer 's team when Spencer won the 500cc World Championship title in 1985 .,He was also a mechanic on Spencer 's team when Freddie Spencer won the 500cc World title in 1985 .,1
"However , Aramaic remains a spoken , literary , and liturgical language for local Christians and also some Jews .","Aramaic , however , remains a spoken , literary and liturgical language for local Christians and also some Jews .",1
"In 2014 , the founding member of 15 years of age left Devin Abrams and was replaced by Dan McGruer .",Founding member Dan McGruer left the band in 2014 and was replaced by Devin Abrams .,0
"Two more aftershocks above magnitude 5 in Kyrgyzstan and one in Xinjiang struck on October 13 , UTC time .",Two more aftershocks above the Magnitude 5 in Xinjiang and one in Kyrgyzstan beat UTC on 13 October - time .,0
This half-hour series was broadcast on Sundays at 3 : 00 p.m. ( North American Eastern time ) from 22 May to 10 July 1966 .,This North American East Hour series was broadcast from 22 May to 10 July 1966 on Sundays at 3 : 00 p.m. ( half time ) .,0
"A second son of Berkeley John Talbot Levett and his wife Lady Jane was Theophilus Levett , an officer at the Scots Guards .","A second son of Theophilus Levett and his wife Lady Jane was Berkeley John Talbot Levett , an officer in the Scots Guards .",0
"Marta becomes exploited by both the city and Eddie 's brother , Angela .",Both Marta and Eddie 's brother Angela are exploited by the city .,0
"During the fight , Steedman was wounded when his horse was shot under him and killed .","During the fight , Steedman was shot when his horse was wounded under him .",0
"Charles Sutcliffe , the Beatles ' biographer , wrote that Philip Norman was a heavy drinker and physically cruel to his wife , which was observed by the young Sutcliffe .","Philip Norman , the biographer of the Beatles , wrote that Charles Sutcliffe was a heavy drinker and physically cruel to his wife , which the young Sutcliffe had watched .",0
"Carpenter would later describe the script as `` too light , too campy '' .","Carpenter would describe the script later as '' too light , too lax .",0
Keenan played as a 197 cm ruckman and was a good marker of the ball as well as having a solid drop punt .,Keenan played as 197 cm Ruckman and was a good marker of the ball as well as a solid drop - punt .,1
"Sunleif Rasmussen is a sought after arranger and has produced albums for Hanus G. , Olavur Jakobsen and Aldubáran .","Olavur Jakobsen is a demanded arranger and has produced albums for Hanus G. , Sunleif Rasmussen and Aldubáran .",0
"In versions of the Renaissance , Ogier travels to the Avalon governed by King Arthur and eventually becomes Morgan le Fay 's Paramour .","In versions of the Renaissance , Ogier travels to the Avalon governed by Morgan le Fay and eventually becomes King Arthur 's parade .",0
"Carmen Aub Romero ( born October 24 , 1989 in Mexico City , Mexico ) is an Mexican actress .","Carmen Aub Romero ( born October 24 , 1989 in Mexico City , D.F. , Mexico ) is a Mexican actress .",1
"The princess was received with great fanfare at Pathein ( Bassein ) on September 24 , 1573 .",The princess was received with great fanfare at Bassein ( Pathein ) on 24 September 1573 .,1
"1 January 2012 , the district population was 89,500 , of which 22.8 % is rural and 77.2 % is urban population .","On 1 January 2012 , the district population was 89,500 , of which 22.8 % were urban and 77.2 % rural population .",0
"However , Aramaic remains a spoken , literary , and liturgical language for local Christians and also some Jews .","However , Aramaic remains a local language for spoken , literary and liturgical Christians and also for some Jews .",0
"When Ortona was assigned to Lanciano in 1818 , Campli was connected to the Diocese of Teramo .","When Ortona was connected to Lanciano in 1818 , Campli was assigned to the Diocese of Teramo .",0
"The building , which was commissioned by the City Fathers was designed by William Stark , was opened in 1808 , originally as St. George 's Parish Church .","The building , which was opened by the city fathers , was designed by William Stark and was commissioned in 1808 , originally as St. George 's Parish Church .",0
The series is based on the book series '' The Mortal Instruments '' from Ed Decter and was developed by Cassandra Clare for television .,The series is based on the book series '' The Mortal Instruments '' from Cassandra Clare and was developed for television by Ed Decter .,0
